0,0.013330534,2048,ECS
0,0.028668983,2048,ECS
0,0.013031685,2048,ECS
0,0.012971991,2048,ECS
0,0.013362447,2048,ECS
0,0.012980096,2048,ECS
0,0.01299478,2048,ECS
0,0.013236182,2048,ECS
0,0.013160885,2048,ECS
0,0.013064631,2048,ECS
0,0.013236228,2048,ECS
0,0.013225442,2048,ECS
0,0.013104194,2048,ECS
0,0.013040458,2048,ECS
0,0.013450195,2048,ECS
0,0.013060919,2048,ECS
0,0.013146424,2048,ECS
0,0.013064383,2048,ECS
0,0.013133514,2048,ECS
0,0.013128551,2048,ECS
0,0.013272355,2048,ECS
0,0.013084614,2048,ECS
0,0.013448989,2048,ECS
0,0.013331603,2048,ECS
0,0.013316136,2048,ECS
0,0.013153753,2048,ECS
0,0.013450844,2048,ECS
0,0.013267487,2048,ECS
0,0.013492271,2048,ECS
0,0.013431871,2048,ECS
0,0.013608066,2048,ECS
0,0.013243883,2048,ECS
0,0.0130792,2048,ECS
0,0.012988081,2048,ECS
0,0.013287726,2048,ECS
0,0.013266116,2048,ECS
0,0.013050939,2048,ECS
0,0.013232549,2048,ECS
0,0.013017121,2048,ECS
0,0.013083515,2048,ECS
0,0.013279788,2048,ECS
0,0.013144165,2048,ECS
0,0.012405262,2048,ECS
0,0.013346537,2048,ECS
0,0.013070135,2048,ECS
0,0.012985342,2048,ECS
0,0.013243871,2048,ECS
0,0.013208512,2048,ECS
0,0.013038795,2048,ECS
0,0.012975814,2048,ECS
5005,0.012439436,2048,ECS
5005,0.01301463,2048,ECS
5005,0.01318933,2048,ECS
5005,0.013217639,2048,ECS
5005,0.013898555,2048,ECS
5005,0.013164846,2048,ECS
5005,0.013079997,2048,ECS
5005,0.013144289,2048,ECS
5005,0.012133219,2048,ECS
5005,0.013454709,2048,ECS
5005,0.013681872,2048,ECS
5005,0.013305841,2048,ECS
5005,0.01307027,2048,ECS
5005,0.013055555,2048,ECS
5005,0.013026435,2048,ECS
5005,0.013055256,2048,ECS
5005,0.013147712,2048,ECS
5005,0.013163599,2048,ECS
