0,2.722866119,1769,Lambda,Read
0,0.055747425,1769,Lambda,Write
0,0.013111204,1769,Lambda,Read
0,0.041274274,1769,Lambda,Read
0,0.037264297,1769,Lambda,Write
0,0.029502058,1769,Lambda,Write
0,0.018411317,1769,Lambda,Read
0,0.042145439,1769,Lambda,Read
0,0.015015787,1769,Lambda,Read
0,0.016311445,1769,Lambda,Read
0,0.029286104,1769,Lambda,Write
0,0.011730209,1769,Lambda,Read
0,0.01363158,1769,Lambda,Read
0,0.032484819,1769,Lambda,Write
0,0.051642332,1769,Lambda,Read
0,0.032215117,1769,Lambda,Write
0,0.045425393,1769,Lambda,Read
0,0.015137974,1769,Lambda,Read
0,0.031570262,1769,Lambda,Write
0,0.010923846,1769,Lambda,Read
0,0.064038965,1769,Lambda,Write
0,0.015544752,1769,Lambda,Read
0,0.013688811,1769,Lambda,Read
0,0.011452528,1769,Lambda,Read
0,0.04210637,1769,Lambda,Read
0,0.013144906,1769,Lambda,Read
0,0.015574929,1769,Lambda,Read
0,0.014598965,1769,Lambda,Read
0,0.014246696,1769,Lambda,Read
0,0.054561872,1769,Lambda,Write
0,0.057357603,1769,Lambda,Read
0,0.046750031,1769,Lambda,Read
0,0.013223469,1769,Lambda,Read
0,0.016162458,1769,Lambda,Read
0,0.012371569,1769,Lambda,Read
0,0.034157703,1769,Lambda,Write
0,0.035548522,1769,Lambda,Write
0,0.052732059,1769,Lambda,Read
0,0.032298675,1769,Lambda,Write
0,0.014493361,1769,Lambda,Read
0,0.013958819,1769,Lambda,Read
0,0.012831988,1769,Lambda,Read
0,0.046708716,1769,Lambda,Write
0,0.013711706,1769,Lambda,Read
0,0.011990871,1769,Lambda,Read
0,0.012192479,1769,Lambda,Read
0,0.03177789,1769,Lambda,Write
0,0.013351176,1769,Lambda,Read
0,0.014838745,1769,Lambda,Read
0,0.013516904,1769,Lambda,Read
0,0.012335648,1769,Lambda,Read
0,0.014918826,1769,Lambda,Read
0,0.034043004,1769,Lambda,Write
0,0.01539376,1769,Lambda,Read
0,0.0407138,1769,Lambda,Write
0,0.01532875,1769,Lambda,Read
0,0.012601965,1769,Lambda,Read
0,0.013249422,1769,Lambda,Read
0,0.01566987,1769,Lambda,Read
0,0.012152708,1769,Lambda,Read
0,0.013589012,1769,Lambda,Read
0,0.013330085,1769,Lambda,Read
0,0.015270544,1769,Lambda,Read
0,0.013954937,1769,Lambda,Read
0,0.016464085,1769,Lambda,Read
0,0.016146447,1769,Lambda,Read
0,0.034690236,1769,Lambda,Write
0,0.017432146,1769,Lambda,Read
0,0.014207701,1769,Lambda,Read
0,0.013865244,1769,Lambda,Read
0,0.032336597,1769,Lambda,Write
0,0.0140105,1769,Lambda,Read
0,0.021452334,1769,Lambda,Read
0,0.012611681,1769,Lambda,Read
