0,0.127545334,1769,Lambda,Write
0,0.012157939,1769,Lambda,Read
0,0.028082309,1769,Lambda,Write
0,0.014100853,1769,Lambda,Read
0,0.014178863,1769,Lambda,Read
0,0.019264619,1769,Lambda,Read
0,0.014030572,1769,Lambda,Read
0,0.030877737,1769,Lambda,Read
0,0.014717936,1769,Lambda,Read
0,0.013817926,1769,Lambda,Read
0,0.029829462,1769,Lambda,Write
0,0.015094704,1769,Lambda,Read
0,0.015173716,1769,Lambda,Read
0,0.028154575,1769,Lambda,Write
0,0.015903045,1769,Lambda,Read
0,0.013327632,1769,Lambda,Read
0,0.013804607,1769,Lambda,Read
0,0.015050844,1769,Lambda,Read
0,0.010606814,1769,Lambda,Read
0,0.01268968,1769,Lambda,Read
5003,0.073857036,1769,Lambda,Read
5003,0.013705822,1769,Lambda,Read
5003,0.013108225,1769,Lambda,Read
5003,0.015328344,1769,Lambda,Read
5003,0.018597113,1769,Lambda,Read
5003,0.038041391,1769,Lambda,Write
5003,0.013925025,1769,Lambda,Read
5003,0.011661575,1769,Lambda,Read
5003,0.013284463,1769,Lambda,Read
5003,0.018875237,1769,Lambda,Read
5003,0.013843902,1769,Lambda,Read
5003,0.036593786,1769,Lambda,Read
5003,0.015935738,1769,Lambda,Read
5003,0.040812368,1769,Lambda,Read
5003,0.0318811,1769,Lambda,Write
5003,0.01587946,1769,Lambda,Read
5003,0.013720929,1769,Lambda,Read
5003,0.027877673,1769,Lambda,Write
5003,0.01447038,1769,Lambda,Read
5003,0.028270229,1769,Lambda,Write
